db,baseline,policy_set,policy_ids,query_id,status,error_type,error_msg,hot_ms,peak_rss_kb,rows,gt_rows,match_gt,cmp_mode,cmp_first_diff_idx,cmp_first_ours,cmp_first_gt,cmp_rows_file_ours,cmp_rows_file_gt,setup_ms,disk_bytes,parallelism_off_verified,scan_mode,scan_mode_reason,allow_density,allow_page_density,policy_eval_ms_total,artifact_load_ms,artifact_bytes_read,allow_build_ms,executor_init_ms_ours,custom_scan_total_ms,custom_scan_overhead_ms,non_customscan_exec_ms,cf_exec_child_next_calls_total,cf_exec_rows_seen_total,cf_exec_rows_pass_total,cf_exec_rows_reject_total,cf_exec_allow_lookup_total,cf_exec_allow_lookup_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,tid_count,tid_fetch_calls,tid_fetch_ms,tid_heap_pages_touched,tid_blocks_touched,tid_offsets_total,tid_pages_read_ms,tid_tuple_extract_ms,tid_heap_fetch_ms,tid_slot_store_ms,tid_visibility_ms,decode_ms,hub_ms,stamp_ms,propagate_ms,sig_ms,project_allowset_ms,prop_build_arcs_ms,prop_ac_ms,prop_scc_ms,prop_context_lookup_ms,prop_context_build_ms,prop_witness_ms,prop_cmp_ms,prop_bin_catalog_ms,prop_base_active_bins_ms,table_bin_catalog_cache_hits,table_bin_catalog_cache_misses,sat_ms,sat_sid_count,sat_check_calls,sat_assumptions_total,sat_avg_assumptions,sat_unique_assignments,sat_cache_hits,sat_nogood_prunes,sat_nogoods_added,sat_subsumed_dropped,sat_core_terms_total,sat_core_terms_max,sat_avg_core_terms,sat_models_total,terms_total,single_hub_ms,two_hop_ms,cmp_summary_build_ms,cmp_checks_total,bin_eval_ms_total,single_table_bin_fastpath_used,bin_ops_total,bins_touched_total,allow_cache_hit,allow_cache_miss,allow_cache_build_ms,proj_sig_count,proj_mask_or_ops,proj_rid_iters
tpch0_1,ours,S_F,"21,22,23,24,25,26,27,28,29,30",3,1,,,30.905,301444,0,0,TRUE,canonical_multiset,,,,,,2388.928,24559179,true,,,,,0,0,0,0,0,0,0,30.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0,0,0
tpch0_1,ours,S_F,"21,22,23,24,25,26,27,28,29,30",6,1,,,121.165,366960,1,1,TRUE,canonical_multiset,,,,,,2388.928,24559179,true,FILTER,dense_allow_set,0.586354,1.000000,0,0,0,0,0,0,0,121.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0,0,0
tpch0_1,ours,S_F,"21,22,23,24,25,26,27,28,29,30",11,1,,,30.865,109916,0,0,TRUE,canonical_multiset,,,,,,2388.928,24559179,true,,,,,0,0,0,0,0,0,0,30.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0,0,0
tpch0_1,ours,S_F,"21,22,23,24,25,26,27,28,29,30",13,1,,,30.802,58236,1,1,TRUE,canonical_multiset,,,,,,2388.928,24559179,true,EMPTY,constant_false_ast,0.000000,0.000000,0,0,0,0,0,0,0,30.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,0,0
tpch0_1,rls_index,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,1,,,3162.850,155872,3,3,TRUE,canonical_multiset,,,,,,4976.138,97665024,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,1,,,30.531,24724,0,0,TRUE,canonical_multiset,,,,,,4976.138,97665024,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,1,,,2168.832,152552,1,1,TRUE,canonical_multiset,,,,,,4976.138,97665024,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,1,,,30.497,23256,0,0,TRUE,canonical_multiset,,,,,,4976.138,97665024,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,rls_index,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,1,,,30.408,44696,0,0,TRUE,canonical_multiset,,,,,,4976.138,97665024,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpch0_1,ours,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,1,,,301.906,383304,3,3,TRUE,canonical_multiset,,,,,,2407.045,22845803,true,FILTER,dense_allow_set,0.042095,0.880881,0,0,0,0,0,0,0,301.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0,0,0
tpch0_1,ours,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,1,,,31.265,310920,0,0,TRUE,canonical_multiset,,,,,,2407.045,22845803,true,,,,,0,0,0,0,0,0,0,31.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0,0,0
tpch0_1,ours,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,1,,,121.544,387560,1,1,TRUE,canonical_multiset,,,,,,2407.045,22845803,true,FILTER,dense_allow_set,0.042095,0.880881,0,0,0,0,0,0,0,121.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0,0,0
tpch0_1,ours,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,1,,,31.179,110836,0,0,TRUE,canonical_multiset,,,,,,2407.045,22845803,true,,,,,0,0,0,0,0,0,0,31.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0,0,0
tpch0_1,ours,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,1,,,31.176,118172,0,0,TRUE,canonical_multiset,,,,,,2407.045,22845803,true,EMPTY,sat_no_allowed_sid,0.000000,0.000000,0,0,0,0,0,0,0,31.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0.000,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0,0,0
